Spectrum Analyzer Data File		
2015/4/29 15:28		
		
Frequency (Hz)	Average Amplitude	Max Amplitude
0	0	0
2.6916504	1.49E-04	4.20E-04
5.3833008	0.002285712	0.006420013
8.0749512	0.010716862	0.030109288
10.7666016	0.030572368	0.085619226
13.458252	0.06673264	0.18610865
16.1499023	0.12267847	0.3418835
18.8415527	0.20092101	0.556188
21.5332031	0.30067796	0.827153
24.2248535	0.42730078	1.1727535
26.9165039	0.57442987	1.5734499
29.6081543	0.7485456	2.02888
32.2998047	0.95113635	2.5134506
34.9914551	1.1381733	3.1983995
37.6831055	1.3266579	3.531538
40.3747559	1.6370751	4.3229876
43.0664062	1.9777693	5.1763396
45.7580566	2.3029928	5.9003525
48.449707	2.6736658	6.7359304
51.1413574	3.1225388	7.727025
53.8330078	3.7762253	8.968221
56.5246582	4.6910157	10.473854
59.2163086	5.720976	14.200252
61.907959	6.1409993	15.637753
64.5996094	7.2857213	16.11275
67.2912598	11.048099	20.288475
69.9829102	8.847738	19.906578
72.6745605	30.457523	61.81203
75.3662109	14.536126	26.628664
78.0578613	20.723385	51.208546
80.7495117	15.758466	42.28195
83.4411621	20.599846	58.09791
86.1328125	22.136114	51.235706
88.8244629	26.379133	51.59518
91.5161133	18.568956	32.377026
94.2077637	33.550243	77.140434
96.8994141	37.273823	94.00863
99.5910645	38.726757	120.188805
102.2827148	46.89124	96.02073
104.9743652	47.736454	76.1896
107.6660156	56.07089	77.73933
110.357666	113.072	248.26318
113.0493164	82.55844	179.63493
115.7409668	96.55398	255.5616
118.4326172	46.261715	87.62538
121.1242676	40.21975	67.34751
123.815918	68.941284	184.66124
126.5075684	117.50823	193.32802
129.1992188	85.63926	140.46706
131.8908691	94.274605	197.07442
134.5825195	96.85196	154.95284
137.2741699	127.088264	177.98033
139.9658203	151.5977	277.84335
142.6574707	230.08113	312.97534
145.3491211	409.67764	782.2326
148.0407715	290.4266	792.3066
150.7324219	244.98738	744.3883
153.4240723	196.3012	310.47552
156.1157227	199.72311	297.26306
158.807373	160.8717	304.9092
161.4990234	207.96718	416.06143
164.1906738	114.625694	163.30269
166.8823242	141.48856	178.38245
169.5739746	141.41217	340.54675
172.265625	145.51817	243.16827
174.9572754	193.18913	520.5996
177.6489258	310.42804	739.688
180.3405762	589.73596	1154.4988
183.0322266	628.8772	1848.4414
185.723877	574.01416	1888.0387
188.4155273	300.94266	823.6864
191.1071777	107.16067	185.51637
193.7988281	195.82648	438.5349
196.4904785	115.012726	153.36182
199.1821289	99.89315	184.11748
201.8737793	129.22534	202.76215
204.5654297	142.73512	227.03189
207.2570801	151.62204	367.2261
209.9487305	170.02531	289.92734
212.6403809	199.87332	300.7822
215.3320312	398.37714	600.85693
218.0236816	304.87378	750.39404
220.715332	385.50266	1102.9482
223.4069824	315.52554	746.1274
226.0986328	149.3032	300.7905
228.7902832	258.72653	607.83813
231.4819336	152.81534	218.75888
234.173584	113.594986	121.10708
236.8652344	164.44518	443.474
239.5568848	181.2278	341.26428
242.2485352	184.5991	442.10556
244.9401855	92.11651	153.69922
247.6318359	280.15125	514.9476
250.3234863	165.60828	323.93524
253.0151367	481.4297	984.3165
255.7067871	288.33133	540.84094
258.3984375	542.29266	1819.101
261.0900879	120.64399	202.3142
263.7817383	142.7721	201.6667
266.4733887	129.81079	237.70773
269.1650391	153.25345	264.8893
271.8566895	317.36145	805.5005
274.5483398	296.54752	694.5908
277.2399902	104.705475	185.47313
279.9316406	257.5087	702.0772
282.623291	185.33708	264.12747
285.3149414	353.43845	699.7819
288.0065918	292.34195	512.0694
290.6982422	419.20038	1099.8031
293.3898926	458.63297	1229.5465
296.081543	573.07153	1896.3949
298.7731934	393.72858	1068.6847
301.4648438	181.92665	331.73718
304.1564941	191.11008	594.7907
306.8481445	257.1888	475.58093
309.5397949	226.0817	304.255
312.2314453	127.05521	198.24625
314.9230957	164.78242	357.769
317.6147461	230.5621	620.91846
320.3063965	280.5815	485.28006
322.9980469	257.7807	484.0298
325.6896973	204.79013	416.30084
328.3813477	380.0466	1044.6416
331.072998	354.3879	897.95593
333.7646484	406.4442	1125.2953
336.4562988	309.9909	679.50665
339.1479492	376.9184	939.7835
341.8395996	309.97394	909.2333
344.53125	472.39914	1039.2231
347.2229004	316.0409	622.0354
349.9145508	324.69327	443.5051
352.6062012	414.43964	484.6385
355.2978516	325.7971	587.78284
357.989502	385.1753	657.4214
360.6811523	353.1555	557.96295
363.3728027	529.4613	929.33307
366.0644531	496.0821	1166.8706
368.7561035	382.83627	708.56537
371.4477539	301.39612	519.23254
374.1394043	375.82126	660.7813
376.8310547	608.9621	1617.6287
379.5227051	561.01605	1360.3894
382.2143555	425.75992	852.5965
384.9060059	705.279	1277.9462
387.5976562	258.4688	622.5581
390.2893066	489.1644	1035.8373
392.980957	509.3848	1187.8245
395.6726074	447.7061	955.90356
398.3642578	783.99664	1878.5483
401.0559082	694.4119	1822.1176
403.7475586	483.5307	743.19415
406.439209	337.57797	655.27386
409.1308594	605.42615	1090.4183
411.8225098	583.0907	1750.1686
414.5141602	408.06055	943.3888
417.2058105	539.08435	752.1244
419.8974609	608.7066	937.12787
422.5891113	579.5348	1441.0438
425.2807617	661.01874	1174.7769
427.9724121	503.2972	819.50073
430.6640625	558.76184	774.7728
433.3557129	457.54242	1298.401
436.0473633	644.7056	966.4406
438.7390137	383.7521	513.62103
441.4306641	469.46075	781.82935
444.1223145	553.02936	1364.4786
446.8139648	817.15356	1245.22
449.5056152	568.5849	1239.8673
452.1972656	601.0361	1381.5215
454.888916	396.2124	870.52594
457.5805664	440.99918	643.0148
460.2722168	596.192	993.5229
462.9638672	284.78085	533.94366
465.6555176	234.69688	412.70087
468.347168	566.8585	1001.03937
471.0388184	590.41174	965.0283
473.7304688	586.70886	1074.6947
476.4221191	558.9965	1559.0604
479.1137695	503.36484	1011.7659
