Spectrum Analyzer Data File																							
2015/3/17 16:30																							
				901.7988419	1993.133907	609.4484524	426.6867709	430.4846827	787.8942014	598.4678301	366.7527316	300.0410959	262.1205961	47.48257142	46.17713959	53.3607626	55.8371214	70.38105796	372.980473	118.5536173	45.36384096	35.33136334	32.67673452
Frequency (Hz)	 Amplitude	Average Amplitude																					
0	0	0		1																			
2.6916504	2.09E-06	2.19E-05		1.000050362																			
5.3833008	2.92E-05	3.40E-04		1.000783454																			
8.0749512	3.53E-04	0.001618361		1.003733367																			
10.7666016	0.001046539	0.004549502		1.010530678																			
13.458252	0.002303459	0.009833823		1.022901518																			
16.1499023	0.004740281	0.018680032		1.043950801																			
18.8415527	0.008338842	0.030386787		1.072474036																			
21.5332031	0.01632235	0.048979662		1.119385461																			
24.2248535	0.018490989	0.06847623		1.170782521																			
26.9165039	0.013658718	0.090241745		1.230953776																			
29.6081543	0.033338305	0.12965114		1.347879723																			
32.2998047	0.031847376	0.15928608		1.44306562																			
34.9914551	0.08855953	0.20177037		1.591367081																			
37.6831055	0.06926766	0.25375646		1.793727473																			
40.3747559	0.12544535	0.3106915		2.044991466																			
43.0664062	0.19394828	0.37401277		2.365989266																			
45.7580566	0.23066714	0.4704575		2.954319765																			
48.449707	0.2835651	0.55396694		3.580691786																			
51.1413574	0.3540912	0.71165776		5.148227854																			
53.8330078	0.44682547	0.9723315		9.382779277																			
56.5246582	1.3249854	1.4117327		25.80671348																			
59.2163086	3.9987128	2.2564104		180.4722364																			
61.907959	2.9874668	2.2138145		163.6117538																			
64.5996094	5.400226	3.4521499		2832.369441																			
67.2912598	5.566035	3.2216256		1665.810518																			
69.9829102	8.60042	3.7176037		5219.197123																			
72.6745605	4.8537908	4.9839926		96381.2601																			
75.3662109	3.491843	6.9244623		8403540.549																			
78.0578613	15.620863	9.732776		5404754851																			
80.7495117	9.0815735	11.278569		1.90E+11																			
83.4411621	28.55573	15.223443		1.67E+15																			
86.1328125	15.181323	16.540152		3.47E+16																			
88.8244629	29.549683	23.53981		3.47E+23																			
91.5161133	31.924223	22.399693		2.51E+22																			
94.2077637	61.541702	23.639568		4.36E+23																			
96.8994141	29.793379	29.841461		6.94E+29																			
99.5910645	31.022356	28.48475		3.05E+28																			
102.2827148	39.403034	29.871868		7.45E+29																			
104.9743652	44.821285	29.278103		1.90E+29																			
107.6660156	78.494675	37.827923		6.73E+37																			
110.357666	28.887886	30.528912		3.38E+30																			
113.0493164	35.685734	40.678436		4.77E+40																			
115.7409668	57.679146	50.284103		1.92E+50																			
118.4326172	41.971664	37.95213		8.96E+37																			
121.1242676	99.0992	51.0663		1.16E+51																			
123.815918	101.1871	57.568005		3.70E+57																			
126.5075684	42.856884	61.944683		8.80E+61																			
129.1992188	29.758543	52.034668		1.08E+52																			
131.8908691	44.72419	46.700157		5.01E+46																			
134.5825195	65.63337	44.05855		1.14E+44																			
137.2741699	54.902943	53.733887		5.42E+53																			
139.9658203	60.577656	45.02833		1.07E+45																			
142.6574707	21.685236	44.682518		4.81E+44																			
145.3491211	50.20419	40.675972		4.74E+40																			
148.0407715	58.6074	54.799004		6.30E+54																			
150.7324219	13.177042	76.93608		8.63E+76																			
153.4240723	16.274355	35.810925		6.47E+35																			
156.1157227	78.65219	51.97176		9.37E+51																			
158.807373	38.165154	58.103516		1.27E+58																			
161.4990234	41.41936	38.391068		2.46E+38																			
164.1906738	75.774376	52.026978		1.06E+52																			
166.8823242	56.313656	60.59927		3.97E+60																			
169.5739746	78.97076	59.222855		1.67E+59																			
172.265625	70.542145	54.71198		5.15E+54																			
174.9572754	45.350643	52.9928		9.84E+52																			
177.6489258	6.2155786	43.97206		9.38E+43																			
180.3405762	25.61924	58.73696		5.46E+58																			
183.0322266	79.35527	65.71094		5.14E+65																			
185.723877	77.46754	72.82821		6.73E+72																			
188.4155273	95.894165	62.07461		1.19E+62																			
191.1071777	69.10731	44.08729		1.22E+44																			
193.7988281	89.04627	47.732693		5.40E+47																			
196.4904785	88.94515	49.797523		6.27E+49																			
199.1821289	82.9607	51.690796		4.91E+51																			
201.8737793	60.155697	59.15563		1.43E+59																			
204.5654297	31.25615	50.09498		1.24E+50																			
207.2570801	30.894066	47.161995		1.45E+47																			
209.9487305	82.07341	44.770615		5.90E+44																			
212.6403809	71.26593	36.21593		1.64E+36																			
215.3320312	33.446316	37.177853		1.51E+37																			
218.0236816	9.497226	34.715805		5.20E+34																			
220.715332	5.897475	30.231455		1.70E+30																			
223.4069824	49.930126	69.80223		6.34E+69																			
226.0986328	9.377775	61.118042		1.31E+61																			
228.7902832	88.79257	74.6532		4.50E+74																			
231.4819336	31.868332	57.80497		6.38E+57																			
234.173584	36.66531	34.617462		4.14E+34																			
236.8652344	52.92154	54.40675		2.55E+54																			
239.5568848	43.076256	45.272293		1.87E+45																			
242.2485352	58.316174	52.965252		9.23E+52																			
244.9401855	60.85281	50.474487		2.98E+50																			
247.6318359	77.685616	54.80436		6.37E+54																			
250.3234863	24.85272	60.47489		2.98E+60																			
253.0151367	58.79366	70.60539		4.03E+70																			
255.7067871	61.324642	61.46738		2.93E+61																			
258.3984375	65.300156	78.78568		6.10E+78																			
261.0900879	36.894314	47.610424		4.08E+47																			
263.7817383	38.276722	61.50094		3.17E+61																			
266.4733887	39.332996	58.299744		1.99E+58																			
269.1650391	44.262024	63.417934		2.62E+63																			
271.8566895	30.174252	74.95635		9.04E+74																			
274.5483398	51.64775	61.362213		2.30E+61																			
277.2399902	44.88481	65.24283		1.75E+65																			
279.9316406	22.124437	58.073467		1.18E+58																			
282.623291	45.21838	66.87138		7.44E+66																			
285.3149414	115.01055	67.15332		1.42E+67																			
288.0065918	95.05135	51.305786		2.02E+51																			
290.6982422	26.540619	51.240868		1.74E+51																			
293.3898926	45.880745	62.181324		1.52E+62																			
296.081543	53.943447	63.75985		5.75E+63																			
298.7731934	102.90191	57.230976		1.70E+57																			
301.4648438	48.08717	52.681355		4.80E+52																			
304.1564941	53.18736	58.142178		1.39E+58																			
306.8481445	54.492027	72.55061		3.55E+72																			
309.5397949	55.71474	52.71465		5.18E+52																			
312.2314453	31.355793	77.44246		2.77E+77																			
314.9230957	62.006718	78.863815		7.31E+78																			
317.6147461	56.403946	34.981052		9.57E+34																			
320.3063965	56.748203	41.327736		2.13E+41																			
322.9980469	81.48149	51.2357		1.72E+51																			
325.6896973	66.74829	54.76733		5.85E+54																			
328.3813477	73.008385	64.54055		3.47E+64																			
331.072998	54.375134	53.42786		2.68E+53																			
333.7646484	43.316696	45.58351		3.83E+45																			
336.4562988	36.788265	65.29237		1.96E+65																			
339.1479492	17.166767	50.969643		9.32E+50																			
